function,module,description,startLine,endBoundaryLine,bodyBoundarySha256,callOccurrences,if,else,switch,case,for,while,catch,return,throw,ternaryTokensApprox,calls
initMaterials,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2166,2212,f9d70dd8d5d1005fb1299b2e0c2419fcb3cdb10022c9d13879e4db640741a0a0,24,0,0,0,0,1,0,0,0,0,0,canvasTexture | professionalTexture | registerVisualAsset
mat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2213,2221,ccbcd0cde60281ee6a11b021fd69fdeaa2e6aeee16e75fb6dd98e6f55c06c6e0,0,0,0,0,0,0,0,0,1,0,12,
geometryKey,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2222,2222,8e425407cc95b9403e59cd02664269b57db099940bd81deaecb992a5c8466ec5,0,0,0,0,0,0,0,0,1,0,0,
sharedBoxGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2223,2228,d5e9938cf23c59c4a7dafe8714a00216a5acb2027b0b49c206f184ae35498a4d,1,1,1,0,0,0,0,0,1,0,0,geometryKey
sharedCylinderGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2229,2234,97756e27dc3047bfc0804fe8f30634b048b97f639a607133242b6a63d065a3b1,1,1,1,0,0,0,0,0,1,0,0,geometryKey
renderMat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2235,2241,5a0b33c405a907bee654121b990af8a0d5e50fe8d5e20850905a2fa816c7ddfd,1,1,1,0,0,0,0,0,1,0,13,mat
tintedBrickMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2242,2246,5d8e643058547dc96bc2b7f194afd03c9bf9539d8c45842e95fd691482558050,0,1,0,0,0,0,0,0,1,0,1,
texturedRoofMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2247,2249,ada482881850c4643078291578c69818bdb7692440d46dfa8b225318352dc084,0,1,0,0,0,0,0,0,1,0,0,
visualCacheHasValue,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2250,2254,4e4af890b864b37aa50e3ce538e1ddc04e296061e19a49916344201b3d85e124,0,2,0,0,0,1,0,0,3,0,0,
visualCacheOwnsGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2255,2257,06a2f9cd05911d4e0788a892d484437e6f867f55ce8854fe9f9ad08912d73649,3,0,0,0,0,0,0,0,1,0,0,visualCacheHasValue
visualCacheOwnsMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2258,2260,c100ca6c18942147ad1d8815961123f0f42a49b16d6c122beb50484ba4066cd0,4,0,0,0,0,0,0,0,1,0,0,visualCacheHasValue
visualCacheOwnsTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2261,2261,27408280f123162d2837ae32a0b2b011c10fb2b007f47709f45acaa01e8f1ad4,0,0,0,0,0,0,0,0,1,0,1,
disposeDetachedVisual,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2262,2281,952a70d14f7b747ab1436c32618011906ad1d6aa3e123469931a324a2ac89a80,3,6,0,0,0,1,0,0,1,0,7,visualCacheOwnsGeometry | visualCacheOwnsMaterial | visualCacheOwnsTexture
addSoftHighlight,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2282,2286,0f4e55416b338f5e7b7d4554d6e77b82d7d2a7b66491bec8cf275049052a8278,1,0,0,0,0,0,0,0,1,0,0,sharedBoxGeometry
box,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2287,2291,90ff764ba4b6965634827fcf32bd1b4437033126d6f6bc2f36d027215aa20de1,2,0,0,0,0,0,0,0,1,0,1,renderMat | sharedBoxGeometry
stabilizeSurface,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2292,2292,063e5c2d7aea4e6483624866ae0a9bf1783652ff65e090e0c46d45126a726f31,0,1,0,0,0,0,0,0,2,0,0,
stableBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2293,2293,d17297ba89d597581799aeaa3dc6ae21344cd0076828e8ebbaf2e0b6e1082ca1,2,0,0,0,0,0,0,0,1,0,0,box | stabilizeSurface
cylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2294,2298,d30144d0f1963f85608c8e5178f898f862333f1d3b5d27c9b06850533980331e,2,0,0,0,0,0,0,0,1,0,1,renderMat | sharedCylinderGeometry
addGlow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2299,2302,5eb86b0da8ba35e4dd6dec6244ca13af4e9ff9ce85ec5db0b84ab599265b5119,0,0,0,0,0,0,0,0,1,0,0,
addVoxelOutline,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2303,2312,12a0f27b9b65220f9db863980af3b04c850b8d010a815f5c66ee1b003a1b2ae8,0,3,0,0,0,0,0,0,2,0,2,
premiumBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2313,2315,3356005ccb5b35e1281f40a57cba8e37dbed53e869098e76a89b48a9b374af7a,2,0,0,0,0,0,0,0,1,0,0,addVoxelOutline | box
premiumCylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2316,2318,0c65c975b63682e41a467880ad98217511ed22dd47434f339435cd6ab3c7fa25,2,0,0,0,0,0,0,0,1,0,0,addVoxelOutline | cylinder
makeWindow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2319,2322,96c8320748e636c8b64af95a7c88d276335404ff9bbb7154a288cabdbed7cad8,5,0,0,0,0,0,0,0,1,0,0,mat | premiumBox
makePlanter,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2323,2326,50113dc7096c7fb694ec333c49bd6157dbea7e0c43ef38e079e0ff99780c80bb,3,0,0,0,0,1,0,0,1,0,0,premiumBox
createPlayerModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2327,2389,60f3b7efe1e8f90c2f56b96380e838fef39bcde98a7340b6870f7efc2d6f3d03,63,3,0,0,0,2,0,0,0,0,0,addSoftHighlight | addVoxelOutline | box | createAvatarRigFoundation | mat | multiplayerNameTexture | playerDisplayName | refreshEquippedToolVisual | renderMat | sharedCylinderGeometry
loadFaithfulAthosModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2390,2395,966f26f1bd778482cd03feafa29cb2763938b0fe54313dfbebb26eff4dcf6374,0,0,0,0,0,0,0,0,1,0,0,
clearAvatarLayer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2396,2403,5dac3c77dba163681dc1a24c9517d060064f0137a136cf86669f65e8b7822d85,2,2,0,0,0,1,0,1,0,0,4,disposeDetachedVisual
avatarPartLayer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2404,2408,a7be600f9b32832087c27ad0c544c07ff586ea93ce870d8fbf4e84a296e24c57,0,1,0,0,0,0,0,0,1,0,1,
addUniformPatch,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2409,2412,72b340a0364f47ebe346485081b9c0675e62646b0036a0745bc53ad0889ac618,1,0,0,0,0,0,0,0,1,0,0,signTexture
addUniformLimb,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2413,2415,d94d77d867dc2cebdaaca23ee1ad13a2465505f3f5172f18b15f72dd562f2a67,2,1,0,0,0,0,0,0,0,0,0,box
uniformPalette,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2416,2428,7f32129ea3d70f867e88aad42a122b467d38a973f9794a22eb2ec5c2d6e0adf8,0,0,0,0,0,0,0,0,1,0,0,
dressAnimatedAvatar,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2429,2449,a07d7ab90e03b632518b2e871f1474cb752f7b11af7667ead1d732404a056882,21,4,0,0,0,2,0,0,2,0,4,avatarPartLayer | box | mat | uniformPalette
applyAvatarCustomization,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2450,2480,ac865d4ba468a1f8cfa244bce8f739c8004403fa742ad1207fec1326e8fd92e5,47,19,12,0,0,1,0,0,1,0,5,addUniformPatch | box | clearAvatarLayer | dressAnimatedAvatar | effectiveAvatarUniform | mat
registerCollider,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2481,2481,689be4fd2277be1abb76d9b25ef10f060c89dd01a11aecec2175dcf658521dd2,0,0,0,0,0,0,0,0,0,0,0,
registerPlatform,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2482,2482,32ed9ea829eef6af389184e521ba3b6396edbcdf1d565d2e4a2b3c24381d599c,0,0,0,0,0,0,0,0,0,0,0,
registerInteractable,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2483,2483,0c7bca287f32fbc1d7f2a296644c00a4ee4fc49229ea8f4ca84be1ac14695bce,0,0,0,0,0,0,0,0,1,0,0,
worldPos,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2484,2487,89b409add31953c989558e51d96c428151e07a25d43c01437987a6ea62d43e1c,0,1,0,0,0,0,0,0,2,0,0,
isInteractionAvailable,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2488,2494,0bc9c4108f8b797886b772ec47fbd9fcb6a35d9a8189e5e1c32db6eae379c4c4,0,2,0,0,0,0,0,0,3,0,0,
ensureFlowerBatch,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2495,2508,f5f027138c25b8037b8d0d5446a71c28c09e325c6b35c6eeebc679ffa0e3669b,4,2,0,0,0,0,0,0,1,0,0,renderMat | sharedBoxGeometry
createTree,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2509,2530,e562d9675157f7dbb6c44e390cbaf8537768579a42bfcc9378b9ba00b5a4b54c,17,2,0,0,0,0,0,0,1,0,5,box | collectResource | createManagedLOD | registerInteractable | renderMat
createRock,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2531,2536,a3a21577ce0ca64d27d14f471736614739f3320dea8dbab1e5f8e28d2bb15111,4,1,0,0,0,0,0,0,1,0,0,collectResource | createManagedLOD | registerInteractable | sharedBoxGeometry
createGoldFoundry,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2537,2544,c6708dcc4c186cd09e7e82c7e0305086d875a690bb590f44918610a525f83e16,13,0,0,0,0,0,0,0,1,0,0,premiumBox | registerCollider | registerInteractable | renderMat | signTexture | texturedRoofMaterial
createGoldMine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2545,2558,e7b1ac3b0eba38871aa219d17900abd1999570c6bf84966c93305906b9460bd8,13,0,0,0,0,2,0,0,1,0,0,collectResource | createLamp | createSignpost | premiumBox | registerInteractable | renderMat
createVillageWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2559,2567,cd31b0e55f9453c734da0acc22877d7047122c95832aca3e2b327d2cef939e49,10,0,0,0,0,1,0,0,1,0,0,createSignpost | premiumBox | premiumCylinder | registerInteractable
drawWaterFromWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2568,2572,2bd36712919e8c2ec03acf3fed34f96eee3d20690156cf4a0b734200418e30d0,8,3,0,0,0,0,0,0,2,0,0,addXP | advanceAdventure | playToolAnimation | saveState | toast | updateHUD
createFlower,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2573,2582,9c3275826fccc4287fe97662670f766764a5581e0c23c6b90877c8e11caaf1fc,1,2,0,0,0,0,0,0,0,0,0,ensureFlowerBatch
createLamp,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2583,2590,5f1e0cae164452e5db6be980217043b63e688b58a46a05a10f28d4e8a02ce46a,7,0,0,0,0,0,0,0,1,0,0,addGlow | box | renderMat
createSignpost,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2591,2596,d3558af734a564d1a5c267f0bb71a93fa870e83c018f57c9b3ec25023f6617f4,2,0,0,0,0,0,0,0,1,0,0,box | signTexture
createFenceLine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2597,2600,0fe0e36d1101ebce63218befd8f4aa489253245e55ed66ed3ad84dd7724b8e60,2,0,0,0,0,1,0,0,0,0,0,box
createRoad,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2601,2618,50b09b49a0631dab97eb950686b4bcfbb31adf4b90f340c59343716c7de20d48,22,1,1,0,0,2,0,0,0,0,0,renderMat | stableBox
createWater,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2619,2619,eb2a5da96717723e61c68de9dfde21da5da0e7f441f13aadc5f4a4eb7a6bcf28,3,0,0,0,0,1,0,0,0,0,0,stableBox
createLava,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2620,2621,488eb74e6afa8bb221c815d52c5680836acf4a7334cb55032e0bd7d035bfff56,2,0,0,0,0,0,0,0,1,0,0,mat | stableBox
createFurniture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2622,2683,a03f946ffce4578e04cd678f967d3871456bc206c91b97ce2288d10774185df3,84,16,0,0,0,15,0,0,1,0,0,box | cylinder | premiumBox | premiumCylinder | renderMat | shadeColor
signTexture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2684,2714,14b2d6c3aec2c5d8358c2eb8e498259126d59082d49343faf00404f1f9f65165,0,3,2,0,0,1,1,0,1,0,1,
shadeColor,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2715,2720,b46866682ecc5c3c1d2806bec6db8ab7cad9c41e459cbb08a694ffb0edf47ac3,0,0,0,0,0,0,0,0,1,0,0,
decorateHouseCommercial,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2721,2737,410ecb92ccd6a9fbad993eea6e704fd121bef5c92e0247006d73c4f2a55a88f1,17,3,1,0,0,1,0,0,0,0,6,addVoxelOutline | box | makePlanter | premiumBox | shadeColor
createHouse,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2738,2764,2d994bb813ffbddb0d187f3936d68adfe1c2234ebca225f8ec168724b2953a4e,42,1,0,0,0,1,0,0,1,0,10,box | createFlower | createLamp | decorateHouseCommercial | makeWindow | registerCollider | registerInteractable | renderMat | shadeColor | signTexture | texturedRoofMaterial | tintedBrickMaterial
addHouseInterior,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2765,2812,2e873316a39d1d267c0321497127ba2e49956354c2f0b650151435940e1eee97,92,7,6,0,0,11,0,0,0,0,1,addGlow | createFurniture | exitHouse | premiumBox | premiumCylinder | registerActivity | registerInteractable
registerActivity,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2813,2816,a44f6dbe286654cbef0e557f6e197ad5cff80e4c1f00b59a258dfdf976ed12ab,3,0,0,0,0,0,0,0,0,0,0,activityIcon | registerInteractable | useActivity
activityIcon,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2817,2818,755bba4fb527e7f9f054bdf98c8bc36da440d147ef0e76f522afefc5b344c382,0,0,0,0,0,0,0,0,1,0,0,
createNPC,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2819,2837,bab8182d6e4c2e60e308b35df3fdfbd752613370946a30421a7629a00956da48,24,4,1,0,0,2,0,0,1,0,2,addVoxelOutline | box | iconTexture | registerInteractable | renderMat | shadeColor | talkToNPC
createNpcMobility,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2838,2851,dad8bfb68bbfea4b2807cfcaec0122e330ab13d73dac43314d4e64acfa1432a8,16,5,3,0,0,4,0,0,3,0,4,addVoxelOutline | nearestRoadProjection | premiumBox | premiumCylinder
createEnemy,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2852,2858,c1859891055f97ca57a8dc076d34d01af44b501629bd220a604cc15b4699a609,12,2,2,0,0,0,0,0,1,0,1,box
createCrystal,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2859,2862,5a883a496642bc2b822de6088e1581a2dc6cf4d966dc737b44353ca6af9e8912,2,0,0,0,0,0,0,0,0,0,3,addGlow | mat
createChest,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2863,2865,ebe1893098e47e40f8a1dd911c425c4a7c3e8cac5ccb48cf2f71a8094d7446f5,4,1,0,0,0,0,0,0,1,0,2,box | openChest | registerInteractable
createPlatform,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2866,2866,ba94a9a7c1e28218623c1714c381d129dd0df36d8f12f8fad6418195c50ec245,2,0,0,0,0,0,0,0,0,0,0,box | registerPlatform
vehicleById,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2867,2867,eedf603c4c17d1c359e1dd0829955a507252d900e82712f83b247a5c2bd5a332,0,0,0,0,0,0,0,0,1,0,0,
currentVehicleRef,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2868,2868,366ba0284cce2e646772bfde71e7529e266600240d6b355dc98535739d7eac06,1,3,0,0,0,0,0,0,4,0,1,vehicleById
applyVehicleAppearance,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2869,2873,2ceeab548b7b2085f67a59ba64bfd2709b7d6143e5540d3caf93f9469cf8fc99,1,2,0,0,0,0,0,0,1,0,15,applyServiceVehicleVisual
persistParkedVehicle,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2874,2876,454d760706698083c4a43aca723e835ab6a1dbb3378221b911764131f82cb6d4,0,1,0,0,0,0,0,0,1,0,0,
createToyCar,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2877,2889,a9dd8f0b6ee0f9f38508476a5095658de517c39b857ad9d4f5855f1a46c2f418,20,2,0,0,0,1,0,0,1,0,22,addVoxelOutline | box | cylinder | enterVehicle | registerInteractable | renderMat
createWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2890,2895,d267690f3025ed3847162d529c16ad58079cee92a1ae74561767dc2bf8ebea26,4,0,0,0,0,0,0,0,0,0,0,box | mat | updateWaypointMarker
updateWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2896,2900,e761f037c37b5988b0aa5d2526c6de7ecf26409c70c672a0a645ebccad8ae532,0,2,0,0,0,0,0,0,1,0,0,
createAthleticsGym,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2901,2923,e0b52566d8de7ba9cb721b075f9e574dc8144d459d5cef504f9e3d25cdb34683,16,0,0,0,0,6,0,0,0,0,5,createLamp | openRaceCenter | premiumBox | registerInteractable | renderMat | signTexture
createSizeChallenges,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2924,2941,a7ac5d112790985cd17c3ebb653c2626002be73e98a33a9783fd3afc27cb3cc9,24,3,0,0,0,0,0,0,3,0,0,addXP | box | registerInteractable | setFlag | toast
createSkyDome,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2942,2957,083d4283a54be3555c4bce1b6b2487520fb975d14697c223acd3a4aa0c3e1c6c,2,0,0,0,0,1,0,0,0,0,0,renderMat | sharedBoxGeometry
updateClouds,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2958,2962,a15bea9dc9c8df7d586e19ff12209b67e2fe08b7b50fe4135e30605c7a32e213,0,3,0,0,0,1,0,0,1,0,0,
createVoxelMushroom,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2963,2971,c9e5c4066044849b0743a75272b19b6218e5555269b9b2e44a5c78f7e9b787d1,14,1,0,0,0,0,0,0,1,0,0,addVoxelOutline | box | renderMat | shadeColor
iconTexture,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2972,2974,b96277ca7aa52b96600576ce4b205db91c89d685ee1d1678572b41f8fff55ef6,0,0,0,0,0,0,0,0,1,0,0,
createChallengeCube,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2975,2975,56ca455f70a37c86e21223c7094e9228f7a72e927720e6eba53fa547cffda557,2,0,0,0,0,0,0,0,1,0,0,box | iconTexture
createPortalArch,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2976,2981,4d430445d6313962ac96e14886eced86e8708bf4b2def6b8e594225a158786fd,6,0,0,0,0,1,0,0,1,0,0,addGlow | box | mat
createPlayground,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2982,2985,221b2f2bbf6b47d02b0f25e6438ffe307f6385daa38f3b18088dbff0aedce33e,7,0,0,0,0,1,0,0,1,0,0,box
createFountain,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2986,2986,cf080dec751002f972a0adb427f2f593d78e26d184c8976beb133a184c1c76df,5,0,0,0,0,0,0,0,1,0,0,addGlow | cylinder | mat
createAwning,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2987,2987,19cd0501030fc0c606ce5d9d883736fe2d9dfd05ad41c70fb3ee92883a15ab0b,1,0,0,0,0,1,0,0,1,0,1,box
createStreetTree,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2988,2995,29a3bd915163cea3d29eb9b28526fc0f6bf4a05b49edc39d202bfef4652c80c0,8,0,0,0,0,0,0,0,1,0,0,box | createManagedLOD | makePlanter | premiumBox
createBackdropBuilding,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2996,3006,0774c23f4b3e0c679599f7d32b5279d49d1e512e55a20158f0c131183d971124,15,0,0,0,0,2,0,0,1,0,2,addVoxelOutline | box | createManagedLOD | renderMat | shadeColor
createFloatingIsland,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3007,3010,c275c1914b022840e1eab24107ea4d9ad5bad5e7942717ddc1f2f9eb0141876f,4,0,0,0,0,1,0,0,1,0,0,addVoxelOutline | mat | premiumBox
createCoinTrail,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3011,3013,75af36af5faeb52de0b60a544700926a5b6f5bcea08f763df0281f4d75195041,1,0,0,0,0,0,0,0,0,0,0,mat
createCommercialDistrict,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3014,3022,6e958ef8b45b41e158414ddaf42bcfff22e9deb27054b05ac9206f056ece3a8e,7,0,0,0,0,0,0,0,0,0,0,createBackdropBuilding | createCoinTrail | createFloatingIsland | createStreetTree
createDistrictVisuals,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3023,3054,446adcfc7cb5e7a323e810f6a5f5bff2e8421b2891bc59f052165705f36cf5ea,10,0,0,0,0,0,0,0,0,0,0,createAwning | createChallengeCube | createCommercialDistrict | createFountain | createPlayground | createPortalArch | createVoxelMushroom
compactBusPath,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3055,3057,a80277380266b39a3fabf16b138ce6f786381dd986d6e82f3c6acb3b99c33352,0,3,0,0,0,1,0,0,1,0,0,
projectedBusPoint,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3058,3058,8dfff89c4e15ddd9d49663a45584998e4aa9620fa69dd08eba6ecd7a9323c8cb,1,0,0,0,0,0,0,0,1,0,2,nearestRoadProjection
offsetBusPath,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3059,3066,777c21b51755adb0017aeea3eaf0af13e8d6e803ca8c1ba8c0d68f68b761300e,2,2,0,0,0,1,0,0,4,0,0,compactBusPath | pointOnRoad
buildBusRoadPath,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3067,3080,9ed29586294a24c7ee6bac0d7f1918cceba0fbdd74a08934d5199077671e44df,8,4,0,0,0,2,0,0,3,0,4,buildRoutePoints | compactBusPath | nearestRoadProjection | offsetBusPath | projectedBusPoint
busRoutePoints,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3081,3081,30c1ffe03b7106e54f4f2acff8a024b77204ecf5cf663a5e3850ba3fe88c46c2,0,0,0,0,0,0,0,0,1,0,5,
busNextStop,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3082,3082,d496b98f585ef3fac9cdd4f45e28593ae84237611429883c070030118aef6aca,1,1,0,0,0,1,0,0,2,0,1,busRoutePoints
nearestForwardBusSegment,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3083,3087,786d71095e557a164263a594d6df48b263d83dcf67ef0fb339577e409770ea43,1,2,0,0,0,1,0,0,2,0,1,projectPointToSegment
recoverBusRoute,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3088,3091,0c230fd40a44b73ee0857c6d3a1870875d72ef47c82f726e0b05fd76bfb3dbf1,4,2,0,0,0,0,0,0,2,0,0,busRoutePoints | nearestForwardBusSegment | projectPointToPolyline | setBusState
setBusState,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3092,3094,20956ee86ceee7835d28913ae51c06e47c7e19b1171edb8beb47cd3e6f9b1af2,0,1,0,0,0,0,0,0,2,0,0,
setBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3095,3097,325ba7be05ccee3078c3b495d9018ad581db79e30f6d82e656d9ee619e04ccff,1,0,0,0,0,0,0,0,1,0,0,saveState
clearBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3098,3098,114ffb32dd0b5ca3a75bf50270ab9b63a08d98e73a2a2c189fe710035af12a16,1,1,0,0,0,0,0,0,0,0,0,saveState
restoreBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3099,3099,cca4bd082d229451f808bb4c2664e0e943909914318538dd1d76e98ebc05fc95,0,2,0,0,0,0,0,0,3,0,2,
busStopRecord,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3100,3100,8b723af77ee82378dbd2023df358e8eb3b605bdc0c792355a5148815f6715503,0,0,0,0,0,0,0,0,1,0,2,
