function,module,description,sourceStartLine,sourceEndLineApprox,callCountApprox,if,else,switch,case,for,while,catch,ternaryApprox,calledByBody
formatPlayTime,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1715,1743,22,7,0,0,0,0,0,4,59,accountLinked | confirmModal | escapeHtml | normalizeState | openFinalResetConfirmation | openModal | openSettings | publicPlayerName | saveState | toast
openParentGate,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1744,1754,5,5,0,0,0,0,0,0,5,accountLinked | openModal | openSettings
openSettings,08-map-parent-settings.js,"Mapa, marcadores, waypoint, reset, ferramentas parentais e configurações",1755,1807,28,11,6,0,0,0,0,0,12,accountStatusText | applyQuality | closeChallengePrompt | closeModal | commitState | hasValidPlayerName | multiplayerStatusText | openAccountCenter | openEducationHub | openModal | openParentGate | openPlayerNameModal | qualityLabel | qualityTier | requestedQuality | returnHome | savePlayerPosition | saveState | stopGame | toast
syncMobilePanels,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1808,1856,4,16,0,0,0,0,0,1,5,openObjectivesPanel | saveState
otthiGameModelUrl,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1857,1860,0,0,0,0,0,0,0,0,0,
androidSceneViewerUrl,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1861,1870,1,0,0,0,0,0,0,0,0,otthiGameModelUrl
isAndroidDevice,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1871,1874,0,0,0,0,0,0,0,0,0,
openAndroidSceneViewer,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1875,1916,5,5,0,0,0,0,0,2,3,androidSceneViewerUrl | isAndroidDevice | openModal | toast
detectStableAutoTier,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1917,1936,0,2,0,0,0,0,0,0,1,
vehiclePlayerMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1937,1943,0,3,0,0,0,0,0,0,3,
derivePlayerMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1944,1954,1,8,0,0,0,0,0,0,4,vehiclePlayerMode
auditPlayerMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1955,1970,1,7,0,0,0,0,0,0,2,derivePlayerMode
isOnFootMode,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1971,1971,1,0,0,0,0,0,0,0,0,derivePlayerMode
canEnterMobility,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1972,1976,2,1,0,0,0,0,0,0,0,auditPlayerMode | isOnFootMode
cameraRelativeVector,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1977,1981,0,0,0,0,0,0,0,0,2,
normalizeControlIntent,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1982,1989,2,2,0,0,0,0,0,0,3,cameraRelativeVector | derivePlayerMode
requestedQuality,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1990,1990,0,0,0,0,0,0,0,0,1,
qualityLabel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1991,1991,4,0,0,0,0,0,0,0,4,qualityTier | requestedQuality
qualityTier,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1992,1992,1,0,0,0,0,0,0,0,2,requestedQuality
targetDpr,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1993,1998,1,2,0,0,0,0,0,0,3,qualityTier
applyAdaptiveRenderSettings,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",1999,2008,4,4,0,0,0,0,0,0,5,applyVisualQualityBudget | qualityTier | scheduleStableResize | targetDpr
samplePerformance,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2009,2028,7,6,2,0,0,0,0,0,7,applyAdaptiveRenderSettings | lockStableSceneVisibility | requestedQuality | saveState | toast
lockStableSceneVisibility,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2029,2035,4,4,0,0,0,3,0,0,4,qualityTier | visualQualityProfile
freezeWorldFrustumCulling,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2036,2051,0,4,1,0,0,0,0,1,3,
updateVisualLOD,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2052,2058,2,1,0,0,0,1,0,0,0,updateManagedOutlineVisibility | updateManagedVisualLODs
pwaInstalled,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2059,2059,0,0,0,0,0,0,0,0,0,
activeVehicleCount,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2060,2060,0,0,0,0,0,0,0,0,10,
runtimeDiagnostics,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2061,2064,5,0,0,0,0,0,0,0,8,activeVehicleCount | auditPlayerMode | avatarFoundationDiagnostics | pwaInstalled | visualFoundationDiagnostics
ensureTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2065,2067,1,1,0,0,0,0,0,0,0,toggleTechnicalPanel
refreshTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2068,2068,3,1,0,0,0,0,0,0,9,ensureTechnicalPanel | qualityTier | runtimeDiagnostics
toggleTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2069,2069,2,1,0,0,0,0,0,0,1,ensureTechnicalPanel | refreshTechnicalPanel
initTechnicalPanel,09-responsive-ar-quality-diagnostics.js,"Responsividade, AR, modos, qualidade, LOD e diagnóstico",2070,2075,2,2,0,0,0,0,0,0,1,toggleTechnicalPanel
playerScaleValue,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2076,2078,0,0,0,0,0,0,0,0,2,
skillReady,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2079,2079,1,1,0,0,0,0,0,0,0,toast
recordAdvancedSkill,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2080,2085,4,0,0,0,0,1,0,0,0,advanceAdventure | saveState | trackDaily | updateAbilityUI
collectCrystal,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2086,2088,9,1,0,0,0,0,0,0,0,addCoins | addXP | beep | checkActiveJob | evaluateMissions | saveState | toast | trackDaily | vibrate
syncPlayerRootScale,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2089,2098,1,2,0,0,0,0,0,0,1,playerScaleValue
setScaleMode,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2099,2118,21,10,2,0,0,2,0,0,2,beep | damageEnemy | recordAdvancedSkill | saveState | skillReady | spawnDust | toast | trackDaily | updateAbilityUI | vibrate
toggleCrouch,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2119,2128,11,3,0,0,0,0,0,0,2,beep | playerDisplayName | recordAdvancedSkill | saveState | skillReady | toast | updateAbilityUI
spinPlayer,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2129,2135,7,3,0,0,0,2,0,0,1,addXP | beep | collectCrystal | damageEnemy | recordAdvancedSkill | skillReady | toast
updateAbilityUI,10-player-skills.js,"Escala, Mini/Normal/Grande, abaixar, girar e domínio de skills",2136,2144,0,2,0,0,0,2,0,0,11,
canvasTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2145,2181,0,11,9,0,0,24,0,0,8,
professionalTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2182,2189,4,1,1,0,0,0,0,0,6,canvasTexture | registerVisualAsset | updateVisualAsset
initMaterials,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2190,2236,24,0,0,0,0,1,0,0,0,canvasTexture | professionalTexture | registerVisualAsset
mat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2237,2245,0,0,0,0,0,0,0,0,12,
geometryKey,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2246,2246,0,0,0,0,0,0,0,0,0,
sharedBoxGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2247,2252,1,1,1,0,0,0,0,0,0,geometryKey
sharedCylinderGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2253,2258,1,1,1,0,0,0,0,0,0,geometryKey
renderMat,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2259,2265,1,1,1,0,0,0,0,0,13,mat
tintedBrickMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2266,2270,0,1,0,0,0,0,0,0,1,
texturedRoofMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2271,2273,0,1,0,0,0,0,0,0,0,
visualCacheHasValue,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2274,2278,0,2,0,0,0,1,0,0,0,
visualCacheOwnsGeometry,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2279,2281,3,0,0,0,0,0,0,0,0,visualCacheHasValue
visualCacheOwnsMaterial,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2282,2284,4,0,0,0,0,0,0,0,0,visualCacheHasValue
visualCacheOwnsTexture,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2285,2285,0,0,0,0,0,0,0,0,1,
disposeDetachedVisual,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2286,2305,3,6,0,0,0,1,0,0,7,visualCacheOwnsGeometry | visualCacheOwnsMaterial | visualCacheOwnsTexture
addSoftHighlight,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2306,2310,1,0,0,0,0,0,0,0,0,sharedBoxGeometry
box,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2311,2315,2,0,0,0,0,0,0,0,1,renderMat | sharedBoxGeometry
stabilizeSurface,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2316,2316,0,1,0,0,0,0,0,0,0,
stableBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2317,2317,2,0,0,0,0,0,0,0,0,box | stabilizeSurface
cylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2318,2322,2,0,0,0,0,0,0,0,1,renderMat | sharedCylinderGeometry
addGlow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2323,2326,0,0,0,0,0,0,0,0,0,
addVoxelOutline,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2327,2336,0,3,0,0,0,0,0,0,2,
premiumBox,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2337,2339,2,0,0,0,0,0,0,0,0,addVoxelOutline | box
premiumCylinder,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2340,2342,2,0,0,0,0,0,0,0,0,addVoxelOutline | cylinder
makeWindow,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2343,2346,5,0,0,0,0,0,0,0,0,mat | premiumBox
makePlanter,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2347,2350,3,0,0,0,0,1,0,0,0,premiumBox
createPlayerModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2351,2413,63,3,0,0,0,2,0,0,0,addSoftHighlight | addVoxelOutline | box | createAvatarRigFoundation | mat | multiplayerNameTexture | playerDisplayName | refreshEquippedToolVisual | renderMat | sharedCylinderGeometry
loadFaithfulAthosModel,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2414,2419,0,0,0,0,0,0,0,0,0,
clearAvatarLayer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2420,2427,2,2,0,0,0,1,0,1,4,disposeDetachedVisual
avatarPartLayer,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2428,2432,0,1,0,0,0,0,0,0,1,
addUniformPatch,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2433,2436,1,0,0,0,0,0,0,0,0,signTexture
addUniformLimb,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2437,2439,2,1,0,0,0,0,0,0,0,box
uniformPalette,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2440,2452,0,0,0,0,0,0,0,0,0,
dressAnimatedAvatar,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2453,2473,21,4,0,0,0,2,0,0,4,avatarPartLayer | box | mat | uniformPalette
applyAvatarCustomization,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2474,2504,47,19,12,0,0,1,0,0,5,addUniformPatch | box | clearAvatarLayer | dressAnimatedAvatar | effectiveAvatarUniform | mat
registerCollider,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2505,2505,0,0,0,0,0,0,0,0,0,
registerPlatform,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2506,2506,0,0,0,0,0,0,0,0,0,
registerInteractable,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2507,2507,0,0,0,0,0,0,0,0,0,
worldPos,11-render-materials-player-model.js,"Texturas, materiais, geometria, personagem e avatar 3D",2508,2513,0,1,0,0,0,0,0,0,0,
isInteractionAvailable,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2514,2520,0,2,0,0,0,0,0,0,0,
ensureFlowerBatch,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2521,2534,4,2,0,0,0,0,0,0,0,renderMat | sharedBoxGeometry
createTree,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2535,2556,17,2,0,0,0,0,0,0,5,box | collectResource | createManagedLOD | registerInteractable | renderMat
createRock,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2557,2562,4,1,0,0,0,0,0,0,0,collectResource | createManagedLOD | registerInteractable | sharedBoxGeometry
createGoldFoundry,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2563,2570,13,0,0,0,0,0,0,0,0,premiumBox | registerCollider | registerInteractable | renderMat | signTexture | texturedRoofMaterial
createGoldMine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2571,2584,13,0,0,0,0,2,0,0,0,collectResource | createLamp | createSignpost | premiumBox | registerInteractable | renderMat
createVillageWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2585,2593,10,0,0,0,0,1,0,0,0,createSignpost | premiumBox | premiumCylinder | registerInteractable
drawWaterFromWell,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2594,2598,8,3,0,0,0,0,0,0,0,addXP | advanceAdventure | playToolAnimation | saveState | toast | updateHUD
createFlower,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2599,2608,1,2,0,0,0,0,0,0,0,ensureFlowerBatch
createLamp,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2609,2616,7,0,0,0,0,0,0,0,0,addGlow | box | renderMat
createSignpost,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2617,2622,2,0,0,0,0,0,0,0,0,box | signTexture
createFenceLine,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2623,2626,2,0,0,0,0,1,0,0,0,box
createRoad,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2627,2644,22,1,1,0,0,2,0,0,0,renderMat | stableBox
createWater,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2645,2645,3,0,0,0,0,1,0,0,0,stableBox
createLava,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2646,2647,2,0,0,0,0,0,0,0,0,mat | stableBox
createFurniture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2648,2709,84,16,0,0,0,15,0,0,0,box | cylinder | premiumBox | premiumCylinder | renderMat | shadeColor
signTexture,12-world-resources-nature.js,"Interações do mundo, árvores, rochas, mina, poço, ruas, água e móveis",2710,2742,0,3,2,0,0,1,1,0,1,
shadeColor,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2743,2748,0,0,0,0,0,0,0,0,0,
decorateHouseCommercial,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2749,2765,17,3,1,0,0,1,0,0,6,addVoxelOutline | box | makePlanter | premiumBox | shadeColor
createHouse,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2766,2792,42,1,0,0,0,1,0,0,10,box | createFlower | createLamp | decorateHouseCommercial | makeWindow | registerCollider | registerInteractable | renderMat | shadeColor | signTexture | texturedRoofMaterial | tintedBrickMaterial
addHouseInterior,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2793,2840,92,7,6,0,0,11,0,0,1,addGlow | createFurniture | exitHouse | premiumBox | premiumCylinder | registerActivity | registerInteractable
registerActivity,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2841,2844,3,0,0,0,0,0,0,0,0,activityIcon | registerInteractable | useActivity
activityIcon,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2845,2846,0,0,0,0,0,0,0,0,0,
createNPC,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2847,2865,24,4,1,0,0,2,0,0,2,addVoxelOutline | box | iconTexture | registerInteractable | renderMat | shadeColor | talkToNPC
createNpcMobility,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2866,2879,16,5,3,0,0,4,0,0,4,addVoxelOutline | nearestRoadProjection | premiumBox | premiumCylinder
createEnemy,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2880,2886,12,2,2,0,0,0,0,0,1,box
createCrystal,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2887,2890,2,0,0,0,0,0,0,0,3,addGlow | mat
createChest,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2891,2893,4,1,0,0,0,0,0,0,2,box | openChest | registerInteractable
createPlatform,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2894,2894,2,0,0,0,0,0,0,0,0,box | registerPlatform
vehicleById,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2895,2895,0,0,0,0,0,0,0,0,0,
currentVehicleRef,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2896,2896,1,3,0,0,0,0,0,0,1,vehicleById
applyVehicleAppearance,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2897,2901,1,2,0,0,0,0,0,0,15,applyServiceVehicleVisual
persistParkedVehicle,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2902,2904,0,1,0,0,0,0,0,0,0,
createToyCar,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2905,2917,20,2,0,0,0,1,0,0,22,addVoxelOutline | box | cylinder | enterVehicle | registerInteractable | renderMat
createWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2918,2923,4,0,0,0,0,0,0,0,0,box | mat | updateWaypointMarker
updateWaypointMarker,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2924,2928,0,2,0,0,0,0,0,0,0,
createAthleticsGym,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2929,2951,16,0,0,0,0,6,0,0,5,createLamp | openRaceCenter | premiumBox | registerInteractable | renderMat | signTexture
createSizeChallenges,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2952,2969,24,3,0,0,0,0,0,0,0,addXP | box | registerInteractable | setFlag | toast
createSkyDome,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2970,2985,2,0,0,0,0,1,0,0,0,renderMat | sharedBoxGeometry
updateClouds,13-houses-npcs-vehicles-base.js,"Casas, interiores, NPCs, inimigos, cristais, veículos e academia",2986,2992,0,3,0,0,0,1,0,0,0,
createVoxelMushroom,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",2993,3001,14,1,0,0,0,0,0,0,0,addVoxelOutline | box | renderMat | shadeColor
iconTexture,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3002,3004,0,0,0,0,0,0,0,0,0,
createChallengeCube,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3005,3005,2,0,0,0,0,0,0,0,0,box | iconTexture
createPortalArch,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3006,3011,6,0,0,0,0,1,0,0,0,addGlow | box | mat
createPlayground,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3012,3015,7,0,0,0,0,1,0,0,0,box
createFountain,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3016,3016,5,0,0,0,0,0,0,0,0,addGlow | cylinder | mat
createAwning,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3017,3017,1,0,0,0,0,1,0,0,1,box
createStreetTree,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3018,3025,8,0,0,0,0,0,0,0,0,box | createManagedLOD | makePlanter | premiumBox
createBackdropBuilding,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3026,3036,15,0,0,0,0,2,0,0,2,addVoxelOutline | box | createManagedLOD | renderMat | shadeColor
createFloatingIsland,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3037,3040,4,0,0,0,0,1,0,0,0,addVoxelOutline | mat | premiumBox
createCoinTrail,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3041,3043,1,0,0,0,0,0,0,0,0,mat
createCommercialDistrict,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3044,3052,7,0,0,0,0,0,0,0,0,createBackdropBuilding | createCoinTrail | createFloatingIsland | createStreetTree
createDistrictVisuals,14-world-district-decoration.js,"Cogumelos, portais, praça, distrito e decoração urbana",3053,3086,10,0,0,0,0,0,0,0,0,createAwning | createChallengeCube | createCommercialDistrict | createFountain | createPlayground | createPortalArch | createVoxelMushroom
compactBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3087,3089,0,3,0,0,0,1,0,0,0,
projectedBusPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3090,3090,1,0,0,0,0,0,0,0,2,nearestRoadProjection
offsetBusPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3091,3098,2,2,0,0,0,1,0,0,0,compactBusPath | pointOnRoad
buildBusRoadPath,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3099,3112,8,4,0,0,0,2,0,0,4,buildRoutePoints | compactBusPath | nearestRoadProjection | offsetBusPath | projectedBusPoint
busRoutePoints,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3113,3113,0,0,0,0,0,0,0,0,5,
busNextStop,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3114,3114,1,1,0,0,0,1,0,0,1,busRoutePoints
nearestForwardBusSegment,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3115,3119,1,2,0,0,0,1,0,0,1,projectPointToSegment
recoverBusRoute,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3120,3123,4,2,0,0,0,0,0,0,0,busRoutePoints | nearestForwardBusSegment | projectPointToPolyline | setBusState
setBusState,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3124,3126,0,1,0,0,0,0,0,0,0,
setBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3127,3129,1,0,0,0,0,0,0,0,0,saveState
clearBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3130,3130,1,1,0,0,0,0,0,0,0,saveState
restoreBusWaiting,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3131,3131,0,2,0,0,0,0,0,0,2,
busStopRecord,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3132,3132,0,0,0,0,0,0,0,0,2,
safeBusExitPoint,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3133,3138,4,1,0,0,0,0,0,0,3,busStopRecord | groundHeightAt | positionBlockedForPlayer | safePointNear
createMetroEntrance,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3139,3147,11,0,0,0,0,2,0,0,0,iconTexture | openMetroStation | premiumBox | registerInteractable
ensureMetroOverlay,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3148,3150,0,1,0,0,0,0,0,0,0,
openMetroStation,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3151,3155,3,2,0,0,0,0,0,0,4,openModal | rideMetroTo | toast
rideMetroTo,15-transit-bus-metro.js,"Ônibus, rotas viárias, paradas, metrô e painel de transporte",3156,3169,15,9,0,0,0,0,0,0,6,advanceAdventure | auditPlayerMode | canEnterMobility | clearMovementInputs | closeModal | ensureMetroOverlay | rememberSafePlayerPosition | safePointNear | saveState | setFlag | toast | trackDaily | updateContext | updateNavigation
